size,difficulty,puzzle_id,givens,score,level,size_band,ms,note
4,easy,al-sudoku-easy-1,6,40,Easy,Easy,98,
4,easy,al-sudoku-easy-10,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-100,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-101,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-102,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-103,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-104,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-105,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-106,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-107,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-108,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-109,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-11,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-110,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-111,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-112,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-113,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-114,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-115,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-116,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-117,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-118,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-119,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-12,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-120,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-121,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-122,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-123,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-124,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-125,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-126,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-127,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-128,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-129,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-13,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-130,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-131,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-132,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-133,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-134,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-135,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-136,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-137,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-138,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-139,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-14,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-140,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-141,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-142,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-143,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-144,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-145,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-146,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-147,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-148,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-149,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-15,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-150,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-151,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-152,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-153,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-154,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-155,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-156,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-157,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-158,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-159,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-16,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-160,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-161,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-162,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-163,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-164,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-165,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-166,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-167,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-168,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-169,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-17,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-170,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-171,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-172,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-173,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-174,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-175,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-176,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-177,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-178,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-179,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-18,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-180,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-181,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-182,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-183,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-184,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-19,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-2,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-20,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-21,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-22,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-23,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-24,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-25,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-26,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-27,8,32,Easy,Easy,19,
4,easy,al-sudoku-easy-28,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-29,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-3,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-30,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-31,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-32,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-33,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-34,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-35,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-36,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-37,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-38,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-39,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-4,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-40,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-41,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-42,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-43,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-44,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-45,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-46,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-47,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-48,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-49,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-5,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-50,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-51,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-52,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-53,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-54,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-55,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-56,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-57,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-58,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-59,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-6,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-60,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-61,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-62,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-63,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-64,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-65,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-66,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-67,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-68,8,32,Easy,Easy,0,
4,easy,al-sudoku-easy-69,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-7,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-70,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-71,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-72,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-73,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-74,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-75,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-76,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-77,4,48,Easy,Medium,0,
4,easy,al-sudoku-easy-78,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-79,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-8,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-80,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-81,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-82,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-83,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-84,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-85,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-86,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-87,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-88,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-89,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-9,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-90,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-91,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-92,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-93,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-94,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-95,6,40,Easy,Easy,0,
4,easy,al-sudoku-easy-96,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-97,7,36,Easy,Easy,0,
4,easy,al-sudoku-easy-98,5,44,Easy,Easy,0,
4,easy,al-sudoku-easy-99,6,40,Easy,Easy,0,
4,medium,al-sudoku-medium-1,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-10,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-100,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-101,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-102,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-103,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-104,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-105,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-106,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-107,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-108,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-109,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-11,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-110,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-111,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-112,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-113,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-114,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-115,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-116,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-117,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-118,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-119,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-12,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-120,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-121,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-122,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-123,6,40,Easy,Easy,0,
4,medium,al-sudoku-medium-124,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-125,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-13,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-14,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-15,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-16,6,40,Easy,Easy,0,
4,medium,al-sudoku-medium-17,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-18,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-19,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-2,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-20,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-21,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-22,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-23,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-24,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-25,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-26,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-27,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-28,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-29,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-3,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-30,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-31,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-32,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-33,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-34,6,40,Easy,Easy,0,
4,medium,al-sudoku-medium-35,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-36,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-37,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-38,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-39,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-4,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-40,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-41,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-42,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-43,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-44,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-45,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-46,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-47,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-48,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-49,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-5,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-50,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-51,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-52,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-53,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-54,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-55,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-56,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-57,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-58,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-59,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-6,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-60,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-61,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-62,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-63,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-64,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-65,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-66,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-67,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-68,6,40,Easy,Easy,0,
4,medium,al-sudoku-medium-69,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-7,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-70,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-71,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-72,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-73,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-74,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-75,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-76,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-77,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-78,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-79,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-8,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-80,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-81,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-82,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-83,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-84,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-85,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-86,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-87,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-88,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-89,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-9,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-90,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-91,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-92,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-93,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-94,5,44,Easy,Easy,0,
4,medium,al-sudoku-medium-95,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-96,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-97,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-98,4,48,Easy,Medium,0,
4,medium,al-sudoku-medium-99,4,48,Easy,Medium,0,
5,easy,al-sudoku-easy-1,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-10,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-11,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-12,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-13,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-14,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-15,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-16,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-17,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-18,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-19,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-2,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-20,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-21,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-22,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-23,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-24,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-25,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-26,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-27,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-28,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-29,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-3,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-30,10,60,Easy,Hard,0,
5,easy,al-sudoku-easy-31,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-32,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-33,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-34,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-35,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-36,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-37,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-38,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-39,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-4,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-40,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-41,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-42,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-43,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-44,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-45,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-46,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-47,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-48,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-49,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-5,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-50,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-51,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-52,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-53,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-54,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-55,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-56,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-57,10,60,Easy,Hard,0,
5,easy,al-sudoku-easy-58,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-59,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-6,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-60,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-61,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-62,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-63,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-64,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-65,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-66,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-67,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-68,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-69,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-7,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-70,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-71,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-72,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-73,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-74,10,60,Easy,Hard,0,
5,easy,al-sudoku-easy-75,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-76,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-77,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-78,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-79,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-8,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-80,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-81,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-82,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-83,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-84,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-85,11,56,Easy,Medium,0,
5,easy,al-sudoku-easy-86,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-87,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-88,10,60,Easy,Hard,0,
5,easy,al-sudoku-easy-89,12,52,Easy,Easy,0,
5,easy,al-sudoku-easy-9,13,48,Easy,Easy,0,
5,easy,al-sudoku-easy-90,13,48,Easy,Easy,0,
5,hard,al-sudoku-hard-1,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-10,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-100,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-101,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-102,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-103,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-104,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-105,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-106,7,82,Easy,Hard,0,
5,hard,al-sudoku-hard-107,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-108,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-109,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-11,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-110,7,82,Easy,Hard,0,
5,hard,al-sudoku-hard-111,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-112,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-12,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-13,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-14,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-15,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-16,9,64,Easy,Hard,0,
5,hard,al-sudoku-hard-17,9,64,Easy,Hard,0,
5,hard,al-sudoku-hard-18,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-19,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-2,7,72,Easy,Hard,0,
5,hard,al-sudoku-hard-20,9,64,Easy,Hard,0,
5,hard,al-sudoku-hard-21,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-22,9,64,Easy,Hard,0,
5,hard,al-sudoku-hard-23,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-24,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-25,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-26,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-27,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-28,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-29,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-3,8,68,Easy,Hard,0,
5,hard,al-sudoku-hard-30,8,68,Easy,Hard,0,
